Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142246875.536716,139468114.599741,140630758.594899,138476239.366792,132019065.033419,137728155.212661,190651207.999511,235253171.841062,264308140.285149,267448513.108168,306891107.262039,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1864824080.69256,1751888561.72747,1837908563.30275,1871187070.99534,1629759975.07703,..
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,618740961.944997,657597316.816256,699373631.084707,723624330.858598,782384403.970361,814140009.386173,853268764.381481,934078958.314689,1053076992.00054,1152418382.23076,1160002328.88071,1233991070.532,1430951432.46712,1758727646.78718,2255496517.15439,2752770608.49462,3076592633.82981,3366368801.2738,4409920570.99328,5811443663.30692,6740757493.21907,7636346056.38029,7322913599.92741,7381853864.7487,7801858400.9944,8148223552.07028,10621157923.4974,12302473328.8425,12493286837.0158,11140057045.8904,11151578702.7205,12434370004.9586,11396310990.2197,13532137227.585,9220470913.32766,8733231184.34755,9732328115.73674,9840553235.89425,9629649416.89037,10486451144.4061,9287367235.25769,9633109349.64535,10879778384.1965,13621738837.1961,15775357014.6254,16587858856.6778,17953066721.0949,20431780377.8605,23322254113.5623,23381142146.6485,23622483983.7101,26587311527.5711,26472056037.7696,29567504655.4935,32050817632.9602,29198372811.2037,..
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,112155598.309943,123134583.653758,124482773.992316,129379123.923536,142025078.689939,150574795.28224,157930018.375448,163820513.701425,191767441.792847,188039209.876317,189106529.188645,201450800.056561,230317882.941633,271183081.978302,281398705.994003,378660015.663052,451152460.808538,507298148.421506,610578631.359943,700764746.892119,797048196.970408,694803624.048757,748312391.442075,658679332.638761,637820670.609046,864849836.841362,1122265014.86379,1200991976.20365,1264899288.27967,1233930279.03002,1440711459.411,1377375030.52921,1411917558.45855,1278781166.72188,851174350.649409,1115389731.79119,1007791186.20106,937741468.029676,967338348.658314,999477510.686632,914500299.097034,931833302.752857,991387870.12463,1139754799.16304,1270080250.65268,1350301057.06866,1460562038.37097,1698125617.92304,1985370057.92473,1981728140.77833,1986014845.63184,2212699746.81377,2184183758.31567,1494073354.38426,1691091491.96525,1503299943.61311,..
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,313582727.638108,333975336.626596,357635713.876856,371767002.656036,392247517.601949,416926302.963497,432794922.459759,449826322.995107,453980096.654412,471635620.924368,469266736.605101,501866730.722503,585427545.723598,647199482.827982,652532796.06664,864602103.303074,866044961.048354,935360466.351488,1113920122.61232,1004316495.11176,1033002401.82543,876937559.724954,834369860.427317,832415805.956265,919103735.322906,1033069709.99506,1067828247.23579,1163426850.65024,1482597298.88729,1433686309.83641,1738605558.05436,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1385058161.76746,1709347793.32873,1987622279.11463,2736666515.8294,4414929219.99649,6646663021.43571,7422102519.56848,8638711756.62818,10351933631.7188,9253484289.67434,10657705072.2884,12156380062.0471,12368070168.9723,12949854262.8127,13922223233.5184,10888798113.7866,..
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123505661.348515,114271876.277722,107089562.695541,111519674.004581,107489831.795505,114490708.868824,162487778.450173,196433673.798862,207476558.379624,198733188.223655,250030778.38846,246823428.906664,266191040.373328,263568114.445462,185761822.560488,231896229.562629,230495751.446593,212099634.697751,215394066.068976,222580453.753844,203846427.782931,220093812.206791,246737679.472106,317562269.371106,368143118.68996,380372892.606774,406111873.539847,462453582.873627,517477678.55149,514788082.336952,516962886.786662,566024620.528183,550476566.060452,598925513.203976,623751044.541731,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",ZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9625436872.51075,8227343907.26679,10706259936.7425,5840529411.76471,5647034188.03419,5772020526.10602,6091061291.30501,6215716712.29467,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14296507096.4135,16364029327.3456,19206060270.2521,18262773820.8055,20523285374.187,23849009737.6669,27463220380.0054,30014813755.772,32782281736.2834,35237742278.1367,..
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,131731862.568997,151675739.160627,166521239.863281,172233430.871502,185693724.845331,198318063.860835,220613582.369827,237397428.336429,251247458.012189,265040036.059116,274960699.85855,322128019.323561,410669262.897929,541973362.480998,585364635.354748,767102679.018622,754549600.548182,765224030.636552,878771771.29105,1198749665.95066,1705796849.54655,1993512325.92286,2160640566.5396,2097274289.61512,2193581366.40722,2160872541.41887,1849268214.68184,2297753649.2798,2212536313.33492,2389593021.94866,2798746050.58236,2724853507.63856,2933222705.80382,1918970177.74925,1769365438.87155,2116003868.17928,2540697537.71673,2322719101.29807,1949481380.64044,2353909441.71514,3219910666.03357,2794259756.13093,3019993723.13308,3495868724.68452,4648628839.53457,6087002681.74095,7731261310.93322,8394688284.06224,11859014004.0772,9593536531.23778,12007880590.4575,14425607224.168,13677930123.5919,14085852120.4761,14177437627.2969,8553154505.83585,..
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,546203558.456965,618245635.134801,645284474.559229,761047198.973677,921063326.292797,919771228.036522,1024102881.90257,1082922725.79069,1281281277.98148,1361360291.5873,1455482795.26555,1584128511.27902,1849400398.25228,2508421425.57669,3070152313.83854,3893839184.06847,4662053819.62908,6265068200.43055,7900526290.12877,9142933955.51749,10175617589.1232,8432589956.34896,7567110855.85391,6838184772.07869,6841639250.21886,6977650648.47401,9158302111.36131,10087654451.3411,10255169812.0186,9757410629.74456,10795850584.5874,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,12139234938.7863,11722142706.1278,12612033728.8572,12376639822.9265,10717022462.6859,11192560827.2962,12346919216.1359,15306602560.2533,16554441846.5192,17084928927.4555,17800887796.4987,20343635319.6174,24224903099.6283,24277493862.0625,24884505034.5564,25381616734.0693,27040562587.1771,31292560974.415,34253607832.4889,31752543539.2202,..
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,..,..,9122751.45318345,10840095.1283649,12712471.3960211,64748333.3333333,69110000,72317446.9327193,67514285.7142857,67225714.2857143,66331428.5714286,64946954.756798,65429198.238708,81203226.9138345,94159862.7073691,104295643.388437,103653049.93797,103987520.075827,..,..,50642880.7737503,36731422.8456914,44294647.733479,44442456.94764,50320914.4065688,62118564.8495425,76407396.7552964,93345847.7270323,100534663.294927,88265974.5843603,112119406.548331,110906032.075075,134707184.355541,136047896.155778,100807001.813926,141853368.256815,232463036.435759,442337849.474377,370687618.717326,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,9144693758.21038,10776721748.0952,16021701871.7733,10219467607.3829,12709498548.489,17229758159.783,18011041667.1319,17135584684.6409,15529729676.6886,9397792253.2693,..
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745526154.93283,688921325.712043,706370815.584416,752368495.512622,729321366.651861,870247703.182758,1109054005.43971,1098425900.74116,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,2117039512.19512,2607739837.39837,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7324903191.9444,7707678023.04719,8567890825.39512,8096302368.77946,9480840483.09179,9848600869.56522,10527338647.343,10908935748.7923,11476584879.2271,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,61537143095.3874,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,141468977.570007,167637907.381723,182796536.499884,154480244.246844,215679855.272516,226474285.587109,245849781.7159,271543680.279285,294468564.534369,318124701.048949,323802475.480977,381687073.058558,430508357.723916,722780701.123251,1544216003.9841,2157592936.60712,3009409970.90514,2809349074.17738,2389479269.18878,3030251116.35999,4279637933.85126,3862269126.92642,3618007844.44919,3391275731.31834,3561451562.23569,3339914759.37269,3403638193.57912,3281797038.66591,3834503378.35525,4186411457.4569,5952293765.84484,5402919956.93831,5592390848.52648,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5067865320.7979,5018874179.18704,5310381151.35952,6497305662.09274,7756293574.98077,9458884812.18106,10154041929.6521,12438956756.4455,15508574820.3516,12065138272.7538,14358584300.3006,18186478119.9582,17171447372.3334,17590716232.4913,18179717776.1597,14339723934.6724,..
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,..,..,..,..,..,..,44212353.6988296,46695363.1558873,41160658.5705371,45168722.6995632,52296836.749388,55728608.974983,59161544.9957528,75187969.924812,95797533.4619206,115182522.123894,112189468.481826,138094243.349324,171836793.402695,207114382.546071,241080708.89018,218764445.784343,216051495.959817,213446562.57106,177338801.93075,225724851.691107,185646209.386282,220626484.224811,266673126.229801,284119692.49433,317083373.524559,690314321.374999,714255460.503389,755042548.055824,746491692.583857,785996982.492168,848237108.56163,803630742.53446,840285264.631545,814723460.08372,782915402.421095,687408804.630527,578236035.104279,487038821.611959,578785278.7703,624174723.713404,655068695.952711,798870894.208271,965769128.170004,900639747.939529,952429030.415536,904256643.415984,912569686.7859,903779657.124328,850903179.260948,..,..
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,1217230094.97205,1302674324.88378,1382515654.47343,1540797588.57221,1731296199.52296,2053462968.0426,2126300672.22965,1747187644.9031,1666909517.65205,1962050555.7775,2215028588.45646,2417108577.52739,2112293279.98507,2465493032.25878,2894409912.1709,2810106390.10618,2765254360.20623,3189428571.42857,3662478172.79996,4020227931.15097,4445228057.45354,4222441673.17049,4035994383.38367,4057275077.68156,4412279865.40315,4504342152.98679,5727602648.75537,5074829931.97279,5197840972.6857,5251764269.91812,5889174833.90034,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10731634116.7384,20409257610.4746,24758819717.7074,28526891010.4925,25977847813.7422,32174772955.9748,39566292432.8615,41939728978.7281,47805069494.9082,38616536131.648,37864368219.9169,..
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1922600899.3841,2041538057.02893,2384295763.72549,2432029380.43694,2666616176.91609,3014890569.04099,3284625277.16186,3279063317.63475,3383218922.79336,3693753379.05992,3869032270.91633,3783788551.0819,3588376057.01536,3461282293.64624,2995360969.16199,2833442750.43639,2949637039.04424,3446442218.89829,3666349049.42641,2937071767.25576,2931625104.50109,4134173275.1244,4515824647.43939,4609923756.18485,4735956493.06479,5067360009.39196,5667229758.9878,6231725484.55943,6624068015.50039,6699203543.29047,..
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,78733594.8444943,78540057.1428572,87702828.5714286,89374237.2881356,98775328.9473684,108985740.159382,112386489.013558,114971207.198201,122666858.789625,118537875.125881,110653830.726033,154731969.69697,165523634.49692,163577538.330494,138478900.626886,143856253.125,130225018.751674,173836362.010107,164458120.314078,213143016.443434,243961995.509711,257150573.215747,226313492.713567,236880813.821765,235619994.759074,253966919.939838,270419779.418107,268551010.941186,206457553.397101,224446652.14622,370173851.946119,392278164.416457,415843479.84486,476388249.278706,531109346.815739,586791836.059541,591829897.549245,695606313.874664,864107768.266587,825796952.682917,847491366.890874,1105497903.79842,995582730.590756,1026663832.88803,1109009637.65258,1056851007.567,..
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,791265458.813328,792959472.134266,868111400.008864,926589348.567393,998759333.637333,997919319.974061,1164519673.19064,1232559505.9162,1353295457.51798,1458379415.39403,1603447357.24209,1778391289.20054,2107279157.38336,2502142444.14182,2973309272.02986,3259344935.75357,3474542392.04597,4494378855.32203,5303734882.51159,6234390975.29871,7265315331.62273,6854491453.91471,6431579357.30273,5979198463.82274,6191437070.43467,6135034338.30431,7239126716.93219,7970820530.76691,8355380879.12955,8283114648.38116,8572359162.86876,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737895401.1349,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,39999659233.7555,41953433591.4101,50410164013.5527,55100780396.387,61395415492.333,63398041540.367,..
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,34579308.4138317,35699286.0142797,41859162.8167437,47039059.2188156,51938961.2207756,54878902.4219516,56698866.0226795,59260814.7837043,61444771.1045779,65966680.6663867,68738625.2274954,76482102.9082774,80915831.9240276,121181556.195965,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.626495,290142517.814727,431561376.476631,434188034.188034,326947872.536379,355443856.027287,302989222.531011,247678018.575851,290590809.628009,369351669.941061,429733890.477238,451443169.25306,544583156.185985,608771230.941948,720546984.57223,721608470.789852,755041117.494649,859088528.025144,815946782.034285,859809027.777778,819420074.887398,801538587.445781,771261707.830197,706400239.28169,656752929.122354,969167237.299562,1234215384.85355,1368352570.25144,1428852972.01506,1597476793.36872,1630672202.58558,1711412960.10007,2187482926.29624,2523309140.48836,2384043848.96468,2218102350.05334,2181300505.8649,..,..
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,..
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,673081724.075966,699161943.856733,739286906.851163,759345862.970929,802482182.923768,833563472.161911,900264583.687729,956436931.141842,1031669636.36062,1056391054.53794,1111859569.77066,1199507629.99222,1341590681.586,1653062347.36378,1917508190.04689,2283049233.28581,2181844193.92388,2358930406.42896,2669755115.50372,3463565881.42215,4042139901.36379,3594868208.41664,3526198070.09789,3511573991.89606,2939485471.50097,2857889712.4808,3258288890.58647,2565634382.28729,2442507588.38468,2498059014.77295,3081479800.28735,2653141958.52585,3024459564.32157,3370842210.90955,2977040722.47057,3159901231.97468,3995028592.78722,3545776697.12109,3738704467.51878,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,7342923489.09616,9413002920.97008,8550363974.79243,8729936135.74488,9892702357.56691,9919780071.28764,10613473832.7389,11011062173.0257,9980522718.48012,..
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,162960130.465802,174580139.768776,183120146.605902,190820152.770523,194740155.908875,229460183.705713,260400208.476282,269812781.79847,245160098.113071,265800106.373203,290520116.266151,365389567.21636,406084197.385471,444302221.260027,548618789.94423,613196872.560739,670309252.98248,806265763.845459,948983308.780545,1058297676.33572,1237662066.78974,1237686960.55408,1180094061.48178,1223225019.32697,1208026079.75492,1131349992.22735,1183671788.12366,1183071363.00406,1379923808.24718,1590201656.14301,1880784191.81484,2203536031.03471,1799529357.0981,2070647127.03808,1181801919.66833,1397454122.24047,2281039097.69299,2663238982.8009,1750585204.44813,1775920039.58919,1743506287.41519,1716502069.86945,3495597587.43178,3209167240.45005,3476333638.6635,3655892941.67281,3998020176.93393,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6565382258.60153,..
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,..,..,..,..,..,..,..,275494477.81984,343771973.331357,339913866.633523,359772315.067256,430096741.923032,486617279.362262,563683703.170094,538747340.766661,830710613.857335,939228016.198078,1049838549.9613,1222702571.57931,1595422953.67648,1759691182.94597,1538972426.91311,1333754226.22123,1297765325.81885,1232932104.67093,1392196048.89064,1852163455.53598,2090629984.18362,2169040604.50929,2181821905.94196,2681912149.14767,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.74771,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3439463140.35541,2954129565.88305,3465305993.48723,3889758023.67584,4703504466.48125,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13245777669.8243,14388384092.5594,13100263697.0551,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,92609222.6912849,107726181.218304,111148585.592024,113797356.813964,151897168.106199,172767213.286516,180340653.822049,191221777.800889,210695183.760251,199643444.567995,209348253.60877,227051054.984972,265009395.148159,333731874.379051,414772351.88069,475916514.745785,524407931.940588,540635389.589072,544424605.052283,644070364.889076,709041452.217718,747994681.876653,750214410.723584,788371855.945127,726937320.846135,683193885.003343,802890746.890756,909820553.400741,957377507.476686,981529400.534373,1019600770.6038,1443688869.96039,1464392416.14671,1249944999.42056,1315932644.95246,1415296704.11812,1442598431.0096,1401946853.20672,1375115534.0733,1405662878.85296,1293654175.2102,1295539448.36484,1324426606.62378,1563074859.52173,1833444740.37736,2184444848.97637,3040716679.07669,3356757497.1208,4031047704.39864,3662281667.94663,4337791530.87884,5166340390.52554,5231255478.38986,5645739651.53638,5442297174.11121,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,706988629.198722,827093624.987547,1019634983.18988,1216227812.80964,1136544235.95363,1147187567.97261,1082934399.05554,1094857357.6941,1044926100.85668,1080643199.66975,1469050660.19457,1888752210.77452,2143480499.8614,2191101649.64272,2653485952.13319,2856889159.58616,3224265821.36824,3263363787.16599,3558143644.06071,4040342060.18334,4421952122.97703,4187375887.41175,4169672974.84855,4291171395.79598,4582562398.66894,4536544699.75921,4767303153.99506,5609836354.52964,6385691316.68314,6283796154.76327,6731529167.62594,7792052679.81746,9641089804.86982,8834661042.93519,9718233910.68203,11252386260.712,11445657237.9368,11931866299.2567,12612959479.583,11510952257.3431,..
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3526259828.24207,3532146140.68091,3615064966.01116,3237772708.41975,3372771556.9797,4458235938.92328,5243440029.51682,2353864264.67743,2093393433.26975,2314103709.61371,2512109516.61781,3263761937.95748,2291175764.66004,2394823061.93212,2460670287.73707,2521738759.58885,3523842274.89662,4227273069.05991,4873242526.06404,5302532113.25156,5016469068.50898,4766928746.6914,5031510908.86055,5597367853.40358,6831808930.39816,7723846194.87446,8312078525.08582,9366742309.49331,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,14534278446.3087,16018848990.669,16945889409.8435,14688606237.729,..
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2434779477.62283,2259233333.20725,2128058580.0987,2308102953.57421,1960596972.76624,1615794945.85013,1816728871.20638,2310417134.62452,2506590439.49386,2547362838.16825,2804357081.08613,3012742078.00674,3448326858.34502,3218475900.48046,3636645995.26867,3942478205.72909,3945340776.40546,4102648719.61806,3826527630.55551,3818954447.99083,3908661517.62299,3546783708.12619,3361251197.73829,4931312147.21007,6606858786.01174,7261333794.60003,7978734401.53585,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016152023.5944,12720433346.0298,12838336840.2247,11546088223.2118,..
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,449526872.565561,485785231.729353,531736599.930736,586294879.4719,582816396.216401,673383510.242124,702296079.857695,665586872.839162,641214226.839012,625867984.42818,649916621.179857,693573704.422866,742779659.455167,946385104.967731,1026137112.43707,1048690931.5406,1064517600.10051,1291458043.7403,1774365587.86851,2109277663.09748,2508524715.79516,2170893417.98129,2017612217.82752,1803099561.08393,1461243326.83775,1440581653.32328,1904097000.74963,2233006101.94476,2280356194.14559,2179567111.0004,2480673304.74309,2327986215.86356,2344987614.27441,1606581743.78497,1563207224.65066,1880803361.68562,1987770898.54334,1845599608.44272,2076737356.67897,2018193703.06047,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.85049,3646728060.06463,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56543,7142951342.4223,..
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,4196174329.17504,4467287709.59388,4909398974.58993,5165590041.59062,5552931090.74441,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,61076493506.4935,51397461685.8237,35451565749.2355,28500815241.471,28873977228.1115,20721499308.4371,24093203444.564,23272161396.8853,24231168858.7187,30757075595.3681,27392886872.5547,29300921681.1958,15789003752.7594,18086400535.5777,28546958641.2735,34987951375,35822342617.6978,32004613750,35870792987.9432,46385996028.9482,44138014092.2627,59116868251.4741,67655840108.1547,87845403978.2742,112248324605.527,145429764861.249,166451213395.64,208064753766.47,169481317540.364,369062464570.387,411743801711.642,460953836444.364,514966287206.505,568498939784.021,481066152870.266,..
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,119000024.119,122000016.122,125000008.125,128000000.128,129999994.13,148799980.1488,124525702.981669,159560018.15956,172200018.1722,188700037.1887,219900006.2199,222952503.884321,246457838.604265,290746157.492369,308458403.593018,571863503.008491,637753856.053117,746650611.312185,905709080.930258,1109346136.6514,1254765643.15406,1407062526.28631,1407243132.61664,1479687583.13507,1587413091.46475,1715626336.53326,1944710687.94188,2157432667.84224,2395492695.13767,2405022587.80045,2550185692.53721,1911600232.09279,2029026956.71128,1971525718.12269,753636370.454546,1293535192.20971,1382334879.40812,1851558199.33726,1989343548.27794,1817655191.99184,1734938190.25841,1674685125.5071,1677447003.06371,1845979351.35205,2089188920.76561,2581465675.20506,3110328010.91442,3775447705.93559,4796573531.21622,5308990459.47843,5698548987.88591,6406727230.17325,7219657132.21544,7522006198.23208,7912161659.7618,8095980013.73418,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72230284.4366973,80531992.1192052,96343906.4315371,105360801.940853,126194166.229261,134441116.926172,145827429.569241,189595284.422349,192558289.704971,195176113.354139,239986643.473005,265592759.78986,305632896.173095,337413477.240837,..,..
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,792824702.823778,836493103.623096,857426088.816364,886387334.490159,939145912.1767,955834759.862078,984942841.506666,984605218.072404,1034293671.33984,983621121.157075,1024832777.75711,1058120593.6019,1280328105.48844,1471913585.51327,1658273944.23688,2235746641.18269,2266860710.04572,2320786617.60052,2591178824.66591,3226677956.91441,3503282842.23796,3176771658.1875,3109677903.28702,2774198930.79025,2705535967.89287,2962200081.81328,4189860373.17635,5040708745.70087,4985152887.5532,4913065118.41844,5716644524.96413,5617236032.86556,6004885321.34354,5678827998.8247,3877196914.93966,4878719133.22771,5065830414.04947,4672503920.19866,5030344074.0413,5144045359.98185,4679604753.55711,4877602059.50983,5333862371.27113,6858952880.10003,8031344381.09898,8707015771.00113,9358710935.43366,11284603070.5653,13386345214.5385,12812994418.9401,12932428287.6047,14440676929.3238,14045681414.3657,14951667193.5471,15657551477.2003,13779570705.7552,..
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,12012025.2477875,11592024.3649978,12642026.5719722,13923029.264481,15393032.3542452,15603032.7956401,16443034.5612196,16632032.8138977,16074027.3495878,16452027.9927472,18432031.3616773,21965951.7214804,30645121.0127585,36896278.223337,43134498.6932177,47803145.9560303,49278979.547035,64526398.6582547,85552369.9145942,127261099.24396,147357222.779802,154902869.02139,147912069.766502,146712850.50997,151313241.983564,168887539.130029,207850623.638215,249267039.781191,283828769.031683,304832867.395046,368584758.942457,374359556.084926,433667193.814795,473916819.453826,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1134267367.19206,1411061260.70839,1422530791.5588,1437722206.38754,..
